Time,flm,frm,rlm,rrm,yaw
1618502199.1907494,nan,nan,nan,nan,0.0
1618502199.2418098,0.034996360540390015,0.0836341604590416,0.06414471566677094,0.03377412259578705,0.0
1618502199.2470624,0.034996360540390015,0.0836341604590416,0.06414471566677094,0.03377412259578705,0.0
1618502199.2489517,0.034996360540390015,0.0836341604590416,0.06414471566677094,0.03377412259578705,0.0
1618502199.2505534,0.034996360540390015,0.0836341604590416,0.06414471566677094,0.03377412259578705,0.0
1618502199.3173037,0.034996360540390015,0.0836341604590416,0.06414471566677094,0.03377412259578705,0.0
1618502199.320795,0.034996360540390015,0.0836341604590416,0.06414471566677094,0.03377412259578705,0.0
1618502199.4299285,0.035642359405756,0.08430608361959457,0.06315400451421738,0.03294142335653305,0.0
1618502199.4323652,0.035642359405756,0.08430608361959457,0.06315400451421738,0.03294142335653305,0.0
1618502199.523073,0.031163062900304794,0.07625506073236465,0.052304841578006744,0.024472910910844803,0.0
1618502199.52587,0.031163062900304794,0.07625506073236465,0.052304841578006744,0.024472910910844803,0.0
1618502199.6213496,-0.009235144592821598,0.016660360619425774,0.0029449856374412775,-0.012825830839574337,0.0
1618502199.6246634,-0.009235144592821598,0.016660360619425774,0.0029449856374412775,-0.012825830839574337,0.0
1618502199.7351763,-0.05681261792778969,-0.05195154249668121,-0.05447923392057419,-0.05749258026480675,0.0
1618502199.7368047,-0.05681261792778969,-0.05195154249668121,-0.05447923392057419,-0.05749258026480675,0.0
1618502199.8242812,-0.05287066102027893,-0.04635081812739372,-0.049725763499736786,-0.05378241464495659,0.0
1618502199.8272069,-0.05287066102027893,-0.04635081812739372,-0.049725763499736786,-0.05378241464495659,0.0
1618502199.9192474,-0.05287066102027893,-0.04635081812739372,-0.049725763499736786,-0.05378241464495659,0.0
1618502199.9274428,0.0844820886850357,0.1700604110956192,0.16090621054172516,0.11016559600830078,0.0
1618502200.022516,0.0844820886850357,0.1700604110956192,0.16090621054172516,0.11016559600830078,0.0
